ticker,cik
COSMOS HOLDINGS INC,0001474167
SEMTECH CORP,0000088941
RELIABILITY INC,0000034285
ALLIED HOLDINGS INC,0000909950
PRODUCTIVITY TECHNOLOGIES CORP,0000911787
TOO INC,0001085482
RADIANT SYSTEMS INC,0000845818
APHTON CORP,0000840319
IDENTIX INC,0000735780
DMC STRATEX NETWORKS INC,0000812703
LIGHTNING ROD SOFTWARE INC,0000866283
ULTRADATA SYSTEMS INC,0000931947
WESCO INTERNATIONAL INC,0000929008
EGREETINGS NETWORK INC,0001083992
SAFEGUARD SCIENTIFICS INC,0000086115
AETHER SYSTEMS INC,0001093434
INPRIMIS INC,0000895642
LABOR READY INC,0000768899
EATERIES INC,0000796369
HARLAND JOHN H CO,0000045599
WASTE CONNECTIONS INC,0001057058
ARROW MAGNOLIA INTERNATIONAL INC,0000061494
PENN OCTANE CORP,0000893813
COMMUNICATION INTELLIGENCE CORP,0000727634
APPLIED INNOVATION INC,0000798399
GAINSCO INC,0000786344
BIORELIANCE CORP,0001036629
MEDIABAY INC,0001040973
ALBANY MOLECULAR RESEARCH INC,0001065087
EXTREME NETWORKS INC,0001078271
TEXAS BIOTECHNOLOGY CORP,0000887023
NASTECH PHARMACEUTICAL CO INC,0000737207
COPART INC,0000900075
COVENTRY HEALTH CARE INC,0001054833
KALOBIOS PHARMACEUTICALS INC,0001293310
ANGEION CORP,0000815093
LARSCOM INC,0001024047
MOVIE GALLERY INC,0000925178
ONEIDA FINANCIAL CORP,0001485001
FIBERNET TELECOM GROUP INC,0001001868
CHECK TECHNOLOGY CORP,0000350692
ELECTROGLAS INC,0000902281
ANC RENTAL CORP,0001097523
METALCLAD CORP,0000013547
FLEXSTEEL INDUSTRIES INC,0000037472
INTEGRAL AD SCIENCE HOLDING CORP,0001842718
GENTA INC,0000880643
GTSI CORP,0000850483
ALCIDE CORP,0000708484
PENN TREATY AMERICAN CORP,0000814181
AUTOTOTE CORP,0000750004
UNITED HERITAGE CORP,0000354567
LOGILITY INC,0001043915
CROWN ANDERSEN INC,0000778808
NEW FRONTIER MEDIA INC,0000847383
WEBSTER FINANCIAL CORP,0000801337
CREDENCE SYSTEMS CORP,0000893162
ORBITAL SCIENCES CORP,0000820736
SUCCESS BANCSHARES INC,0001009569
INTROGEN THERAPEUTICS INC,0001018710
INTERNET AMERICA INC,0001001279
FARO TECHNOLOGIES INC,0000917491
MANCHESTER TECHNOLOGIES INC,0001023876
INTRUSION COM INC,0000736012
WATER PIK TECHNOLOGIES,0001094286
SMART & FINAL INC,0000875751
INNOVO GROUP INC,0000844143
SERVOTRONICS INC,0000089140
COLUMBIA BANCORP,0001010002
LANGER BIOMECHANICS GROUP,0000725460
CANYON RESOURCES CORP,0000739460
MARINEMAX INC,0001057060
ARMOR HOLDINGS INC,0000845752
EXACTECH INC,0000913165
W P CAREY & CO LLC,0001025378
INVERESK RESEARCH GROUP INC,0001169358
NETEGRITY INC,0000840824
DUALSTAR TECHNOLOGIES CORP,0000929546
XO COMMUNICATIONS INC,0001111634
KEWAUNEE SCIENTIFIC CORP,0000055529
SHOP AT HOME INC,0000810029
QUANEX CORP,0000276889
LAKELAND BANCORP INC,0000846901
PLANETCAD INC,0000852437
PENN NATIONAL GAMING INC,0000921738
INTERNET SECURITY SYSTEMS INC,0001053148
STAMPS COM INC,0001082923
REYNOLDS & REYNOLDS CO,0000083588
CHAMPION INDUSTRIES INC,0000019149
P COM INC,0000935493
YOUNG INNOVATIONS INC,0000949874
CUNO INC,0001019779
GROUP 1 AUTOMOTIVE INC,0001031203
MANAGEMENT NETWORK GROUP INC,0001094814
UBIQUITEL INC,0001108487
BARR LABORATORIES INC,0000010081
DESIGN WITHIN REACH INC,0001116755
UNITED STATES EXPLORATION INC,0000847074
CALLOWAYS NURSERY INC,0000874759
REDHOOK ALE BREWERY INC,0000892222
ACTUATE CORP,0001062478
ADVANCED NUTRACEUTICALS INC,0000913614
ZEBRA TECHNOLOGIES CORP,0000877212
MONARCH CASINO & RESORT INC,0000907242
BRIGHTPOINT INC,0000918946
MICROWAVE FILTER CO INC,0000716688
BALTEK CORP,0000009442
POLYCOM INC,0001010552
ALLIANCE PHARMACEUTICAL CORP,0000736994
FIRST ECOM COM INC,0001095070
GENESCO INC,0000018498
CANTEL MEDICAL CORP,0000019446
CORPORATE EXECUTIVE BOARD CO,0001066104
FIRSTWAVE TECHNOLOGIES INC,0000897078
SEACOR SMIT INC,0000859598
WORTHINGTON INDUSTRIES INC,0000108516
MICRO LINEAR CORP,0000875359
AMERICAN FREIGHTWAYS CORP,0000846729
BED BATH & BEYOND INC,0000886158
ENTRADE INC,0000897265
ECLIPSYS CORP,0001034088
ST JOE CO,0000745308
HECTOR COMMUNICATIONS CORP,0000863437
HOLLINGER INTERNATIONAL INC,0000868512
LANDACORP INC,0001058177
SOUTHWALL TECHNOLOGIES INC,0000813619
AAIPHARMA INC,0001013243
BURKE MILLS INC,0000015486
TECHNITROL INC,0000096763
DIAMONDCLUSTER INTERNATIONAL INC,0000924940
IXIA,0001120295
LONG ISLAND ICED TEA CORP,0001629261
VICOR CORP,0000751978
GOLD BANC CORP INC,0001015610
VIRGINIA COMMERCE BANCORP,0001099305
DELTATHREE INC,0001086740
CREDIT ACCEPTANCE CORP,0000885550
THOR INDUSTRIES INC,0000730263
DEPARTMENT 56 INC,0000902270
VALUE CITY DEPARTMENT STORES INC,0000874444
COMPUTER SCIENCES CORP,0000023082
ALLEGIANT BANCORP INC,0000703970
ENTREMED INC,0000895051
LANDEC CORP,0001005286
BELMONT BANCORP,0000726294
ONYX PHARMACEUTICALS INC,0001012140
NATURES SUNSHINE PRODUCTS INC,0000275053
INTERNATIONAL ELECTRONICS INC,0000717751
JUPITER MEDIA METRIX INC,0001039446
REHABILICARE INC,0000064578
MERITAGE CORP,0000833079
LODGIAN INC,0001066138
CARRIER ACCESS CORP,0001018074
IMPSAT FIBER NETWORKS INC,0001022329
UTSTARCOM INC,0001030471
MOBILE MINI INC,0000911109
FIRST INTERNATIONAL BANCORP INC,0001040339
MENS WEARHOUSE INC,0000884217
CAREER EDUCATION CORP,0001046568
SALIX PHARMACEUTICALS LTD,0001009356
LAUNCH MEDIA INC,0001076582
LOUDEYE TECHNOLOGIES,0001064648
RESMED INC,0000943819
ENESCO GROUP INC,0000093542
O REILLY AUTOMOTIVE INC,0000898173
VERSICOR INC,0001052547
GENERAL BINDING CORP,0000040461
CHROMALINE CORP,0001083301
VAIL RESORTS INC,0000812011
STARMET CORP,0000276331
PARAMETRIC TECHNOLOGY CORP,0000857005
BENCHMARK ELECTRONICS INC,0000863436
WINLAND ELECTRONICS INC,0000749935
STILLWATER MINING CO,0000931948
PRIVATE MEDIA GROUP INC,0001068084
SILGAN HOLDINGS INC,0000849869
PUBLICARD INC,0000081050
PINNACLE DATA SYSTEMS INC,0001004608
MARISA CHRISTINA INC,0000923149
CYTRX CORP,0000799698
AMERISTAR CASINOS INC,0000912145
MARINE PRODUCTS CORP,0001129155
ELECTRONICS FOR IMAGING INC,0000867374
APPLIX INC,0000932112
TREMONT ADVISERS INC,0000880320
OLYMPIC STEEL INC,0000917470
SONIC SOLUTIONS,0000916235
NATIONAL DENTEX CORP,0000913616
KOPIN CORP,0000771266
LONG ISLAND FINANCIAL CORP,0001070517
ENHERENT CORP,0001045560
INFORTE CORP,0001099944
GREKA ENERGY CORP,0000840402
UNITED STATIONERS INC,0000355999
IMPERIAL PARKING CORP,0001103389
RUSH ENTERPRISES INC,0001012019
SHUFFLE MASTER INC,0000718789
APPLIED SIGNAL TECHNOLOGY,0000741696
BINDLEY WESTERN INDUSTRIES INC,0000722808
HOME SECURITY INTERNATIONAL INC,0001038262
AUGUST TECHNOLOGY CORP,0001063527
FIDELITY NATIONAL FINANCIAL INC,0000809398
VIVUS INC,0000881524
BANK OF THE OZARKS INC,0001038205
GREENBRIAR CORP,0000105744
STUDENT ADVANTAGE INC,0001073508
WELLS FINANCIAL CORP,0000934739
FORRESTER RESEARCH INC,0001023313
RAINMAKER SYSTEMS INC,0001094007
OPLINK COMMUNICATIONS INC,0001022225
AMERICA WEST HOLDINGS CORP,0001029863
FIRST MERCHANTS CORP,0000712534
STATEFED FINANCIAL CORP,0000912567
ADTRAN INC,0000926282
GENZYME CORP,0000732485
BANK MUTUAL CORP,0001123270
TECHE HOLDING CO,0000934538
CELL THERAPEUTICS INC,0000891293
CLAIRES STORES INC,0000034115
AMERIHOST PROPERTIES INC,0000778423
SELECTIVE INSURANCE GROUP INC,0000230557
CROSS TIMBERS OIL CO,0000868809
HOLLYWOOD ENTERTAINMENT CORP,0000905895
HAROLDS STORES INC,0000818682
PETROLEUM DEVELOPMENT CORP,0000077877
SPIEGEL INC,0000276641
MAIN STREET & MAIN INC,0000847466
FIRST SENTINEL BANCORP INC,0001051092
EROOMSYSTEM TECHNOLOGIES INC,0001110361
AFFINITY TECHNOLOGY GROUP INC,0001007508
TASTY BAKING CO,0000096412
HOUSTON EXPLORATION CO,0001015293
IMPLANT SCIENCES CORP,0001068874
TICKETS COM INC,0001038083
BEACON POWER CORP,0001103345
TREVENA INC,0001429560
NEXTERA ENTERPRISES INC,0001070534
STANDARD REGISTER CO,0000093456
BLUE MARTINI SOFTWARE,0001077814
PHOENIX GOLD INTERNATIONAL INC,0000943032
DYNAMIC MATERIALS CORP,0000034067
IVILLAGE INC,0001074767
ADOLOR CORP,0001076167
DIAMETRICS MEDICAL INC,0000895380
FARMER BROTHERS CO,0000034563
NORTH COUNTRY FINANCIAL CORP,0000036506
KERYX BIOPHARMACEUTICALS INC,0001114220
GARDENBURGER INC,0000859735
ALPHA HOSPITALITY CORP,0000906780
SITEL CORP,0000943820
ELECSYS CORP,0000914398
ADVANCED ENERGY INDUSTRIES INC,0000927003
SHORE FINANCIAL CORP,0001045690
AMERICAN BIO MEDICA CORP,0000896747
VANTAGEMED CORP,0001099531
AMERICAN DENTAL PARTNERS INC,0001028087
FIDELITY BANKSHARES INC,0001028336
CAPITAL CORP OF THE WEST,0001004740
EVOLVE SOFTWARE INC,0001097002
MAIN STREET BANKS INC,0000922244
GENELABS TECHNOLOGIES INC,0000874443
STEPHAN CO,0000094056
ASTROPOWER INC,0000885672
LIVEPERSON INC,0001102993
NETSOLVE INC,0001071342
TELIGENT INC,0001047021
TEAM INC,0000318833
RURAL METRO CORP,0000906326
CENTER BANCORP INC,0000712771
DELTEK SYSTEMS INC,0001029299
FIND SVP INC,0000801338
ORTHOFIX INTERNATIONAL N V,0000884624
NETWORKS ASSOCIATES INC,0000890801
I STAT CORP,0000882365
PUMATECH INC,0001020716
CASTLE ENERGY CORP,0000709355
AMERUS GROUP CO,0001051717
SOFTNET SYSTEMS INC,0000097196
KNAPE & VOGT MANUFACTURING CO,0000056362
CALPINE CORP,0000916457
MONMOUTH CAPITAL CORP,0000067618
UNION BANKSHARES INC,0000706863
UNITED PANAM FINANCIAL CORP,0001049231
GRAY COMMUNICATIONS SYSTEMS INC,0000043196
ANDREA ELECTRONICS CORP,0000006494
METROMEDIA FIBER NETWORK INC,0001043533
STANDEX INTERNATIONAL CORP,0000310354
TRANSTECHNOLOGY CORP,0000099359
INTERNATIONAL RECTIFIER CORP,0000316793
AVAX TECHNOLOGIES INC,0001015441
CIENA CORP,0000936395
KEY3MEDIA GROUP INC,0001113674
CYGNUS INC,0000870755
ENTRAVISION COMMUNICATIONS CORP,0001109116
ADAMS GOLF INC,0001059763
COLONELS INTERNATIONAL INC,0000771249
TRIPLE S PLASTICS INC,0000918642
WERNER ENTERPRISES INC,0000793074
WILD OATS MARKETS INC,0000909990
ALEXANDER & BALDWIN INC,0000003453
PERFORMANCE TECHNOLOGIES INC,0001003950
CREDIT SUISSE FIRST BOSTON USA,0000029646
LIFE FINANCIAL CORP,0001028918
CABOT MICROELECTRONICS CORP,0001102934
CHART INDUSTRIES INC,0000892553
HAIN CELESTIAL GROUP INC,0000910406
ISONICS CORP,0001023966
XOMA LTD,0000791908
NEOGEN CORP,0000711377
GULFMARK OFFSHORE INC,0001030749
REUNION INDUSTRIES INC,0001003429
AMERICAN WOODMARK CORP,0000794619
ROGUE WAVE SOFTWARE INC,0001023184
PERVASIVE SOFTWARE INC,0001042821
MUELLER PAUL CO,0000068726
BRIO TECHNOLOGY INC,0001056294
LENNAR CORP,0000920760
INFORMATION ARCHITECTS CORP,0001018336
ONE PRICE CLOTHING STORES INC,0000812446
BADGER METER INC,0000009092
MANNATECH INC,0001056358
PHOTO CONTROL CORP,0000078311
SECURITY CAPITAL GROUP INC,0000923687
NEW VALLEY CORP,0000106374
IMAGE ENTERTAINMENT INC,0000216324
WJ COMMUNICATIONS INC,0000105006
MOLECULAR DEVICES CORP,0001003113
NOVATEL WIRELESS INC,0001022652
STERIS CORP,0000815065
PHOTOMEDEX INC,0000711665
CONNETICS CORP,0001004960
BIOANALYTICAL SYSTEMS INC,0000720154
YELLOW CORP,0000716006
BEBE STORES INC,0001059272
7 ELEVEN INC,0000092344
FULL HOUSE RESORTS INC,0000891482
GENRAD INC,0000040972
MEADOW VALLEY CORP,0000934749
EUFAULA BANCCORP INC,0000836043
EXCHANGE NATIONAL BANCSHARES INC,0000893847
OAO TECHNOLOGY SOLUTIONS INC,0001043476
HOLOGIC INC,0000859737
TRIMEDYNE INC,0000357001
ALBERTO CULVER CO,0000003327
OCTEL CORP,0001054905
HUDSON UNITED BANCORP,0000703559
LEVEL 3 COMMUNICATIONS INC,0000794323
ORBSAT CORP,0001058307
SINCLAIR BROADCAST GROUP INC,0000912752
ONTRO INC,0001037827
MORTON INDUSTRIAL GROUP INC,0000064247
CATUITY INC,0001109740
PROTEIN DESIGN LABS INC,0000882104
PLANET ZANETT INC,0001133872
EUROWEB INTERNATIONAL CORP,0000905428
KRISPY KREME DOUGHNUTS INC,0001100270
FAMOUS DAVES OF AMERICA INC,0001021270
ECHELON CORP,0000031347
TRIKON TECHNOLOGIES INC,0000868326
CELSION CORP,0000749647
DIXON TICONDEROGA CO,0000014995
LEGATO SYSTEMS INC,0000859360
DURASWITCH INDUSTRIES INC,0001054070
LONGVIEW FIBRE CO,0000060302
MARITRANS INC,0000810113
LAKELAND FINANCIAL CORP,0000721994
DIMON INC,0000939930
PACIFIC GATEWAY EXCHANGE INC,0001004967
COLUMBIA LABORATORIES INC,0000821995
VENTANA MEDICAL SYSTEMS INC,0000893160
WADDELL & REED FINANCIAL INC,0001052100
PEAPOD INC,0001036992
AMERICAN PACIFIC CORP,0000350832
ENCORE WIRE CORP,0000850460
HEARTLAND EXPRESS INC,0000799233
ON COMMAND CORP,0001020871
TEKTRONIX INC,0000096879
INSIGHT HEALTH SERVICES CORP,0001012697
SPORT HALEY INC,0000892653
RADISYS CORP,0000873044
PEOPLES SIDNEY FINANCIAL CORP,0001031340
PACIFIC CENTURY FINANCIAL CORP,0000046195
WSFS FINANCIAL CORP,0000828944
COASTCAST CORP,0000914479
FREDS INC,0000724571
AMERICAN ITALIAN PASTA CO,0000849667
INFOCUS CORP,0000845434
INVIVO CORP,0000806168
COHU INC,0000021535
GREEN DANIEL CO,0000026820
ASTORIA FINANCIAL CORP,0000910322
TWINLAB CORP,0001015868
BON TON STORES INC,0000878079
PENNICHUCK CORP,0000788885
BANTA CORP,0000009801
POPE & TALBOT INC,0000311871
OLD DOMINION FREIGHT LINE INC,0000878927
INTERPHASE CORP,0000728249
ANDERSEN GROUP INC,0000006383
EVERGREEN SOLAR INC,0000947397
BLAIR CORP,0000071525
CARESCIENCE INC,0001108782
FOOTHILL INDEPENDENT BANCORP,0000718903
OPTI INC,0000899297
EVOLVING SYSTEMS INC,0001052054
LUCILLE FARMS INC,0000908179
REGENERON PHARMACEUTICALS INC,0000872589
QUERYOBJECT SYSTEMS CORP,0000855743
RIBOZYME PHARMACEUTICALS INC,0000892112
NEWMARK HOMES CORP,0001046578
MODINE MANUFACTURING CO,0000067347
NETIQ CORP,0001084827
VALMONT INDUSTRIES INC,0000102729
COVAD COMMUNICATIONS GROUP INC,0001043769
BOYDS COLLECTION LTD,0001074530
CENTILLIUM COMMUNICATIONS INC,0001107194
INTERNATIONAL FIBERCOM INC,0000924632
MATRITECH INC,0000884847
DELTA APPAREL INC,0001101396
OBJECTSOFT CORP,0000896145
DEARBORN BANCORP INC,0000895541
AVTEAM INC,0001013787
CIMA LABS INC,0000833298
VIRAGE LOGIC CORP,0001050776
DECODE GENETICS INC,0001022974
SEQUA CORP,0000095301
SOUTH STREET FINANCIAL CORP,0001014964
OFFICE DEPOT INC,0000800240
STRATASYS INC,0000915735
C & F FINANCIAL CORP,0000913341
BROWN TOM INC,0000014803
GREAT PEE DEE BANCORP,0001046587
E COM VENTURES INC,0000880460
SCHOOL SPECIALTY INC,0001055454
PULITZER INC,0001082913
BENTLEY PHARMACEUTICALS INC,0000821616
H POWER CORP,0001094959
REGAL BELOIT CORP,0000082811
OVERLAND DATA INC,0000889930
RUSHMORE FINANCIAL GROUP INC,0000884892
TELEPHONE & DATA SYSTEMS INC,0001051512
SYLVAN LEARNING SYSTEMS INC,0000912766
EAGLE FOOD CENTERS INC,0000030908
ANDREW CORP,0000317093
SPECTRX INC,0000924515
SPEEDWAY MOTORSPORTS INC,0000934648
SOURCE INFORMATION MANAGEMENT CO,0000943605
ALNYLAM PHARMACEUTICALS INC,0001178670
DECORATOR INDUSTRIES INC,0000027613
NEWMIL BANCORP INC,0000807524
ASYST TECHNOLOGIES INC,0000909326
NEOMEDIA TECHNOLOGIES,0001022701
MARTEN TRANSPORT LTD,0000799167
TAKE TO AUCTION COM INC,0001093837
CARROLLTON BANCORP,0000859222
ARROW FINANCIAL CORP,0000717538
HINES HORTICULTURE INC,0001003515
LEXAR MEDIA INC,0001058289
TRANSGENOMIC INC,0001043961
ORASURE TECHNOLOGIES INC,0001116463
U S PAWN INC,0000844789
HUMAN GENOME SCIENCES INC,0000901219
INTERVEST BANCSHARES CORP,0000927807
PROBEX CORP,0000845880
SIFCO INDUSTRIES INC,0000090168
ALLEN ORGAN CO,0000003753
SHORELINE FINANCIAL CORP,0000822697
ARTHROCARE CORP,0001005010
SEROLOGICALS CORP,0000767673
STARBASE CORP,0000911577
YOUBET COM,0000814055
KEY TECHNOLOGY INC,0000906193
A CONSULTING TEAM INC,0001040792
UNIFI INC,0000100726
HUDSON TECHNOLOGIES INC,0000925528
CONRAD INDUSTRIES INC,0001059167
FINLAY ENTERPRISES INC,0000878731
ON TECHNOLOGY CORP,0000925288
PATHMARK STORES INC,0000095585
HUMAN PHEROMONE SCIENCES INC,0000878616
SAFENET INC,0000850313
COLONY BANKCORP INC,0000711669
BIO TECHNOLOGY GENERAL CORP,0000722104
ALLMERICA FINANCIAL CORP,0000944695
WIRELESS FACILITIES INC,0001069258
COMFORCE CORP,0000006814
ASHLAND INC,0001305014
COMMUNITY TRUST BANCORP INC,0000350852
IOMEGA CORP,0000352789
TORO CO,0000737758
TEKELEC,0000790705
MOBIUS MANAGEMENT SYSTEMS INC,0001025148
SOURCE MEDIA INC,0000900029
AVT CORP,0000931784
Z TEL TECHNOLOGIES INC,0001096509
SMARTSERV ONLINE INC,0001005698
TOMPKINS TRUSTCO INC,0001005817
PACIFICHEALTH LABORATORIES INC,0001000278
WINK COMMUNICATIONS INC,0001062157
PROXYMED INC,0000906337
GARDEN FRESH RESTAURANT CORP,0000942133
LITTLEFIELD CORP,0000931683
ALLEGHENY ENERGY INC,0000003673
INTERNATIONAL BANCSHARES CORP,0000315709
PEERLESS MANUFACTURING CO,0000076954
BAYFIRST FINANCIAL CORP,0001649739
NORTHWEST AIRLINES CORP,0000917678
VENATOR GROUP INC,0000850209
ORGANOGENESIS INC,0000779733
MAXCYTE INC,0001287098
INTELLICORP INC,0000730169
COMMERCIAL BANKSHARES INC,0000354562
NORTH VALLEY BANCORP,0000353191
IMATRON INC,0000720477
TECHNOLOGY SOLUTIONS CO,0000877645
MESA LABORATORIES INC,0000724004
BLONDER TONGUE LABORATORIES INC,0001000683
CHITTENDEN CORP,0000200138
MAPICS INC,0000848551
MEDICAL ADVISORY SYSTEMS INC,0000771252
MENTOR GRAPHICS CORP,0000701811
BOYD GAMING CORP,0000906553
ELCOR CORP,0000032017
GENESEE & WYOMING INC,0001012620
INTUITIVE SURGICAL INC,0001035267
FINISH LINE INC,0000886137
CYBERSOURCE CORP,0000934280
TECH OPS SEVCON INC,0000825411
COWLITZ BANCORPORATION,0000894267
MAXYGEN INC,0001068796
EDUCATIONAL DEVELOPMENT CORP,0000031667
MEDQUIST INC,0000884497
FX ENERGY INC,0000907649
3 DIMENSIONAL PHARMACEUTICALS IN,0000914201
IOMED INC,0001041652
WESTERN MULTIPLEX CORP,0001112263
BE INC,0000895921
STATE FINANCIAL SERVICES CORP,0000745614
LIFEPOINT INC,0000910523
CHRONIMED INC,0000883813
REALNETWORKS INC,0001046327
MATTHEWS INTERNATIONAL CORP,0000063296
LITRONIC INC,0001078717
UNIVERSAL DISPLAY CORP,0001005284
LILLIAN VERNON CORP,0000818008
ABIOMED INC,0000815094
NYER MEDICAL GROUP INC,0000884647
PRINCETON VIDEO IMAGE,0001009833
ALLOY ONLINE INC,0001080359
EXCEL TECHNOLOGY INC,0000873603
RAMTRON INTERNATIONAL CORP,0000849502
FRIEDMANS INC,0000911004
COVALENT GROUP INC,0000856569
FIRSTCITY FINANCIAL CORP,0000828678
APPLICA INC,0000217084
APPLIED MICRO CIRCUITS CORP,0000711065
BIO PLEXUS INC,0000865532
PREDICTIVE SYSTEMS INC,0000727489
BANK OF MARIN,0001403475
BEASLEY BROADCAST GROUP INC,0001099160
OPTIKA INC,0001014920
SCHEIB EARL INC,0000087196
CERUS CORP,0001020214
SCHEID VINEYARDS INC,0001039213
QUIPP INC,0000796577
INTEGRATED SURGICAL SYSTEMS INC,0000894871
CALIPER TECHNOLOGIES CORP,0001014672
TRUSTMARK CORP,0000036146
VERILINK CORP,0000774937
BLUE RIVER BANCSHARES INC,0001055870
WEBFINANCIAL CORP,0000085149
COURIER CORP,0000025212
LIBBEY INC,0000902274
PEGASYSTEMS INC,0001013857
COAST DENTAL SERVICES INC,0001018920
MIDWEST GRAIN PRODUCTS INC,0000835011
INSIGNIA SYSTEMS INC,0000875355
SONUS PHARMACEUTICALS INC,0000949858
BEL FUSE INC,0000729580
AAON INC,0000824142
EAGLE SUPPLY GROUP INC,0001016959
SANGAMO BIOSCIENCES INC,0001001233
SYPRIS SOLUTIONS INC,0000864240
WESTERN DIGITAL CORP,0000106040
STEPAN CO,0000094049
DELIAS CORP,0001076914
AARON RENTS INC,0000706688
ANNAPOLIS NATIONAL BANCORP INC,0001041429
FIRST FINANCIAL BANKSHARES INC,0000036029
WORLD FUEL SERVICES CORP,0000789460
HEALTHWATCH INC,0000725627
ISOMET CORP,0000052708
MANATRON INC,0000798736
EARTHLINK INC,0001102541
TALX CORP,0000917524
COMSTOCK RESOURCES INC,0000023194
INSPIRE PHARMACEUTICALS INC,0001040416
WELLCO ENTERPRISES INC,0000105532
TRANSWITCH CORP,0000944739
INFORMAX INC,0001088724
JORE CORP,0001081207
SYNALLOY CORP,0000095953
ACCESS PHARMACEUTICALS INC,0000318306
ORTEC INTERNATIONAL INC,0000889992
MANHATTAN ASSOCIATES INC,0001056696
CUMULUS MEDIA INC,0001058623
BUCKHEAD AMERICA CORP,0000909725
INTEGRATED CIRCUIT SYSTEMS INC,0000874689
CHOICE HOTELS INTERNATIONAL INC,0001046311
COSTAR GROUP INC,0001057352
SILICON STORAGE TECHNOLOGY INC,0000855906
EXCHANGE APPLICATIONS INC,0001065857
PIXELWORKS INC,0001040161
ELOT INC,0000725282
CRANE CO,0000025445
HEALTHCARE SERVICES GROUP INC,0000731012
MEDICIS PHARMACEUTICAL CORP,0000859368
NEW FOCUS INC,0001090215
SEQUENOM INC,0001076481
RYLAND GROUP INC,0000085974
BENTHOS INC,0000011390
GALAXY NUTRITIONAL FOODS INC,0000819527
USFREIGHTWAYS CORP,0000881791
SUMMA INDUSTRIES INC,0000062262
ARTISOFT INC,0000877931
DISNEY WALT CO,0000029082
GOLDFIELD CORP,0000042316
AIRNET COMMUNICATIONS CORP,0000944163
MAGELLAN PETROLEUM CORP,0000061398
KEITHLEY INSTRUMENTS INC,0000054991
INTERNET COMMERCE CORP,0000894738
THERMO FIBERTEK INC,0000886346
AMERICAN CLASSIC VOYAGES CO,0000315136
STRATTEC SECURITY CORP,0000933034
ALL AMERICAN SPORTPARK INC,0000930245
BIG CITY RADIO INC,0001046284
CACHEFLOW INC,0001095600
STURM RUGER & CO INC,0000095029
NATIONAL EQUIPMENT SERVICES INC,0001051381
WORLD ACCEPTANCE CORP,0000108385
ENCHIRA BIOTECHNOLOGY CORP,0000895677
TRACON PHARMACEUTICALS INC,0001394319
MEMBERWORKS INC,0001020996
INTERLOGIX INC,0000930542
SEABOARD CORP,0000088121
PORTA SYSTEMS CORP,0000079564
EL PASO ELECTRIC CO,0000031978
AMERICA SERVICE GROUP INC,0000877476
TRANS WORLD AIRLINES INC,0000278327
ACORN PRODUCTS INC,0001036713
OMEGA PROTEIN CORP,0001053650
MEDICINES CO,0001113481
ABRAMS INDUSTRIES INC,0000001923
FIRST SOUTHERN BANCSHARES INC,0000934302
CANTERBURY PARK HOLDING CORP,0000926761
DIACRIN INC,0000887137
OFFSHORE LOGISTICS INC,0000073887
DIME COMMUNITY BANCSHARES INC,0001005409
ABLEST INC,0000046653
MAXWELL TECHNOLOGIES INC,0000319815
FECHTOR DETWILER MITCHELL & CO,0000746425
GISH BIOMEDICAL INC,0000700945
INITIO INC,0000050505
MAX & ERMAS RESTAURANTS INC,0000706471
VIASAT INC,0000797721
BINDVIEW DEVELOPMENT CORP,0001061646
EMERGE INTERACTIVE INC,0001092605
LARGE SCALE BIOLOGY CORP,0001108951
RENTRAK CORP,0000800458
ILLUMINA INC,0001110803
PHAR MOR INC,0000764960
PERKINELMER INC,0000031791
SOUTHWESTERN ENERGY CO,0000007332
ADVANCED PHOTONIX INC,0000869986
PAR TECHNOLOGY CORP,0000708821
MACROMEDIA INC,0000913949
FIDELITY FEDERAL BANCORP,0000910492
BEAZER HOMES USA INC,0000915840
SIZZLER INTERNATIONAL INC,0000870760
PRIMEDIA INC,0000884382
EXACT SCIENCES CORP,0001124140
SPORT CHALET INC,0000892907
NATIONAL INSTRUMENTS CORP,0000935494
BAIRNCO CORP,0000350750
STAFF LEASING INC,0001035185
U S WIRELESS CORP,0000912083
WITNESS SYSTEMS INC,0001097338
LEE ENTERPRISES INC,0000058361
MEGO FINANCIAL CORP,0000736035
TRICO BANCSHARES,0000356171
ACME COMMUNICATIONS INC,0001092013
WESTERN OHIO FINANCIAL CORP,0000920769
BIG DOG HOLDINGS INC,0001019439
RAYONIER ADVANCED MATERIALS INC,0001597672
MICROS SYSTEMS INC,0000320345
HERCULES INC,0000046989
DIGI INTERNATIONAL INC,0000854775
PREMIER CONCEPTS INC,0000879206
21ST CENTURY HOLDING CO,0001069996
IMPAX LABORATORIES INC,0001003642
US LEC CORP,0001054290
WILMINGTON TRUST CORP,0000872821
FORTRESS GROUP INC,0001010607
ALIGN TECHNOLOGY INC,0001097149
ROME BANCORP INC,0001088144
FIRST BANKS AMERICA INC,0000310979
WATSON WYATT & CO HOLDINGS,0001103126
INTERACTIVE INTELLIGENCE INC,0001083318
METEOR INDUSTRIES INC,0000912875
DYNAMICS RESEARCH CORP,0000030822
PROVIDENT BANKSHARES CORP,0000818969
KOS PHARMACEUTICALS INC,0001018952
ARCH WIRELESS INC,0000915390
COMVERSE TECHNOLOGY INC,0000803014
BAY VIEW CAPITAL CORP,0000840387
HEADWATERS INC,0001003344
WICKES INC,0000910620
TVIA INC,0001109279
PSYCHEMEDICS CORP,0000806517
